Age;AmtWeekdays;AmtWeekends;EthnicityID;Ethnicity;Gender;GrossIncome;Qualification;MaritalStatus;NationalityID;Nationality;Region;Smoke;Type
51;NA;NA;7;White;Male;28600 to 36400;Higher/Sub Degree;Married;2;English;The North;No;
63;NA;NA;1;Asian;Female;5200 to 10400;No Qualification;Married;1;British;The North;No;
31;NA;NA;7;White;Female;28600 to 36400;Degree;Single;2;English;The North;No;
58;NA;NA;7;White;Male;10400 to 15600;No Qualification;Single;1;British;The North;No;
50;15;15;7;White;Male;20800 to 28600;GCSE/CSE;Married;2;English;The North;Yes;Packets
67;20;20;7;White;Female;2600 to 5200;No Qualification;Divorced;2;English;The North;Yes;Hand-Rolled
20;NA;NA;7;White;Male;Refused;A Levels;Single;2;English;The North;No;
45;NA;NA;7;White;Female;15600 to 20800;Degree;Single;1;British;The North;No;
26;NA;NA;7;White;Female;5200 to 10400;GCSE/O Level;Married;2;English;The North;No;
30;NA;NA;7;White;Male;28600 to 36400;Degree;Single;1;British;The North;No;
43;NA;NA;7;White;Female;Refused;Degree;Married;4;Other;The North;No;
73;NA;NA;7;White;Male;2600 to 5200;Other/Sub Degree;Widowed;2;English;The North;No;
52;NA;NA;7;White;Female;Under 2600;Higher/Sub Degree;Married;1;British;The North;No;
18;10;15;7;White;Male;10400 to 15600;No Qualification;Single;1;British;The North;Yes;Both/Mainly Hand-Rolled
52;NA;NA;7;White;Male;28600 to 36400;No Qualification;Married;2;English;The North;No;
33;NA;NA;7;White;Male;15600 to 20800;GCSE/O Level;Divorced;2;English;The North;No;
56;NA;NA;7;White;Female;15600 to 20800;GCSE/O Level;Divorced;2;English;The North;No;
65;NA;NA;7;White;Female;2600 to 5200;No Qualification;Married;2;English;The North;No;
30;NA;NA;7;White;Female;2600 to 5200;No Qualification;Single;1;British;The North;No;
40;1;10;7;White;Female;5200 to 10400;No Qualification;Married;1;British;The North;Yes;Both/Mainly Hand-Rolled
26;20;20;7;White;Female;5200 to 10400;GCSE/CSE;Single;2;English;The North;Yes;Packets
74;NA;NA;5;Refused;Male;Refused;No Qualification;Single;5;Refused;The North;No;
44;NA;NA;7;White;Female;28600 to 36400;Degree;Married;8;Welsh;The North;No;
80;NA;NA;7;White;Female;2600 to 5200;No Qualification;Widowed;1;British;The North;No;
67;NA;NA;7;White;Female;Under 2600;No Qualification;Married;2;English;The North;No;
59;NA;NA;7;White;Female;Refused;No Qualification;Married;1;British;The North;No;
28;10;15;7;White;Female;5200 to 10400;Higher/Sub Degree;Single;2;English;The North;Yes;Packets
31;NA;NA;7;White;Female;15600 to 20800;ONC/BTEC;Married;1;British;The North;No;
25;NA;NA;7;White;Male;15600 to 20800;GCSE/CSE;Single;2;English;The North;No;
64;NA;NA;7;White;Female;Under 2600;No Qualification;Married;2;English;The North;No;
68;NA;NA;7;White;Male;2600 to 5200;Other/Sub Degree;Married;2;English;The North;No;
61;NA;NA;7;White;Female;5200 to 10400;No Qualification;Widowed;2;English;The North;No;
50;NA;NA;7;White;Female;10400 to 15600;No Qualification;Divorced;2;English;The North;No;
43;NA;NA;3;Chinese;Male;Above 36400;Higher/Sub Degree;Married;1;British;The North;No;
19;NA;NA;1;Asian;Female;Under 2600;No Qualification;Single;4;Other;The North;No;
21;NA;NA;1;Asian;Female;Under 2600;GCSE/O Level;Married;4;Other;The North;No;
51;NA;NA;7;White;Male;2600 to 5200;Degree;Divorced;2;English;The North;No;
65;NA;NA;7;White;Male;5200 to 10400;Other/Sub Degree;Single;1;British;The North;No;
50;NA;NA;1;Asian;Female;2600 to 5200;No Qualification;Separated;4;Other;The North;No;
38;NA;NA;7;White;Female;2600 to 5200;Other/Sub Degree;Single;2;English;The North;No;
78;NA;NA;7;White;Female;5200 to 10400;No Qualification;Widowed;2;English;The North;No;
74;NA;NA;1;Asian;Male;2600 to 5200;No Qualification;Widowed;4;Other;The North;No;
22;NA;NA;1;Asian;Female;2600 to 5200;Degree;Single;4;Other;The North;No;
66;NA;NA;7;White;Male;5200 to 10400;No Qualification;Married;1;British;The North;No;
48;NA;NA;7;White;Female;2600 to 5200;No Qualification;Single;2;English;The North;No;
59;NA;NA;7;White;Female;5200 to 10400;No Qualification;Married;2;English;The North;No;
69;NA;NA;7;White;Female;Unknown;No Qualification;Widowed;2;English;The North;No;
76;20;20;7;White;Female;5200 to 10400;No Qualification;Widowed;1;British;The North;Yes;Packets
21;NA;NA;7;White;Female;2600 to 5200;ONC/BTEC;Single;1;British;The North;No;
47;NA;NA;7;White;Female;10400 to 15600;GCSE/O Level;Married;1;British;The North;No;
77;NA;NA;7;White;Female;2600 to 5200;No Qualification;Widowed;1;British;The North;No;
25;10;10;7;White;Female;10400 to 15600;GCSE/O Level;Single;2;English;The North;Yes;Packets
71;NA;NA;7;White;Female;2600 to 5200;No Qualification;Widowed;2;English;The North;No;
24;10;10;7;White;Female;2600 to 5200;GCSE/O Level;Single;1;British;The North;Yes;Packets
90;NA;NA;7;White;Female;2600 to 5200;No Qualification;Widowed;2;English;The North;No;
41;10;10;7;White;Female;5200 to 10400;GCSE/O Level;Divorced;1;British;The North;Yes;Packets
69;NA;NA;7;White;Female;Under 2600;No Qualification;Married;2;English;The North;No;
35;NA;NA;7;White;Female;15600 to 20800;GCSE/O Level;Married;1;British;The North;No;
32;7;12;7;White;Female;5200 to 10400;No Qualification;Single;2;English;The North;Yes;Packets
48;NA;NA;7;White;Female;15600 to 20800;GCSE/O Level;Single;1;British;The North;No;
34;NA;NA;7;White;Female;2600 to 5200;No Qualification;Married;2;English;The North;No;
28;4;10;7;White;Female;5200 to 10400;GCSE/O Level;Married;2;English;The North;Yes;Packets
66;NA;NA;7;White;Male;Unknown;No Qualification;Married;2;English;The North;No;
56;NA;NA;7;White;Male;20800 to 28600;GCSE/CSE;Married;2;English;The North;No;
51;NA;NA;7;White;Male;10400 to 15600;Other/Sub Degree;Married;1;British;The North;No;
63;NA;NA;7;White;Female;2600 to 5200;No Qualification;Married;1;British;The North;No;
44;NA;NA;7;White;Male;28600 to 36400;Degree;Married;2;English;The North;No;
45;NA;NA;7;White;Female;10400 to 15600;Higher/Sub Degree;Married;1;British;The North;No;
55;20;20;7;White;Male;10400 to 15600;No Qualification;Married;1;British;The North;Yes;Packets
55;NA;NA;7;White;Female;5200 to 10400;No Qualification;Married;2;English;The North;No;
55;NA;NA;7;White;Female;Refused;A Levels;Married;6;Scottish;The North;No;
57;NA;NA;7;White;Female;2600 to 5200;GCSE/O Level;Married;1;British;The North;No;
76;NA;NA;7;White;Male;5200 to 10400;A Levels;Married;6;Scottish;The North;No;
59;NA;NA;7;White;Female;5200 to 10400;No Qualification;Married;1;British;The North;No;
46;NA;NA;7;White;Female;5200 to 10400;No Qualification;Married;1;British;The North;No;
56;NA;NA;7;White;Female;Under 2600;No Qualification;Married;1;British;The North;No;
67;NA;NA;7;White;Male;5200 to 10400;No Qualification;Married;1;British;The North;No;
73;NA;NA;7;White;Female;10400 to 15600;Other/Sub Degree;Single;2;English;The North;No;
82;NA;NA;7;White;Female;Refused;No Qualification;Widowed;2;English;The North;No;
75;NA;NA;7;White;Male;Refused;ONC/BTEC;Married;2;English;The North;No;
41;NA;NA;7;White;Female;5200 to 10400;Other/Sub Degree;Married;2;English;The North;No;
40;NA;NA;7;White;Female;15600 to 20800;A Levels;Married;1;British;The North;No;
37;NA;NA;7;White;Male;15600 to 20800;GCSE/O Level;Married;2;English;The North;No;
53;NA;NA;7;White;Male;20800 to 28600;ONC/BTEC;Married;2;English;The North;No;
35;NA;NA;7;White;Female;5200 to 10400;No Qualification;Married;2;English;The North;No;
39;NA;NA;7;White;Female;20800 to 28600;GCSE/O Level;Married;2;English;The North;No;
31;NA;NA;7;White;Female;2600 to 5200;Other/Sub Degree;Separated;2;English;The North;No;
38;NA;NA;7;White;Male;Above 36400;ONC/BTEC;Married;1;British;The North;No;
34;10;25;7;White;Female;10400 to 15600;GCSE/O Level;Divorced;1;British;The North;Yes;Packets
36;20;20;7;White;Female;10400 to 15600;A Levels;Married;2;English;The North;Yes;Packets
31;NA;NA;7;White;Male;20800 to 28600;Degree;Single;2;English;The North;No;
31;10;10;7;White;Female;Under 2600;GCSE/CSE;Single;1;British;The North;Yes;Hand-Rolled
35;NA;NA;7;White;Male;20800 to 28600;Degree;Married;2;English;The North;No;
42;NA;NA;7;White;Male;20800 to 28600;No Qualification;Married;1;British;The North;No;
30;NA;NA;7;White;Male;15600 to 20800;GCSE/CSE;Single;2;English;The North;No;
39;NA;NA;7;White;Female;10400 to 15600;GCSE/O Level;Divorced;1;British;The North;No;
47;NA;NA;7;White;Female;10400 to 15600;GCSE/O Level;Married;6;Scottish;The North;No;
38;NA;NA;7;White;Male;20800 to 28600;Higher/Sub Degree;Married;2;English;The North;No;
29;NA;NA;7;White;Female;15600 to 20800;A Levels;Divorced;2;English;The North;No;
75;NA;NA;7;White;Male;5200 to 10400;No Qualification;Widowed;1;British;The North;No;
47;NA;NA;7;White;Female;Refused;Higher/Sub Degree;Married;1;British;The North;No;
55;NA;NA;7;White;Male;15600 to 20800;No Qualification;Married;2;English;The North;No;
42;NA;NA;7;White;Male;Above 36400;Higher/Sub Degree;Married;4;Other;The North;No;
39;NA;NA;7;White;Female;Above 36400;Degree;Married;2;English;The North;No;
64;NA;NA;7;White;Male;5200 to 10400;GCSE/O Level;Married;2;English;The North;No;
84;NA;NA;7;White;Female;2600 to 5200;No Qualification;Widowed;2;English;The North;No;
49;NA;NA;7;White;Female;5200 to 10400;Higher/Sub Degree;Married;1;British;The North;No;
24;NA;NA;7;White;Male;10400 to 15600;Higher/Sub Degree;Single;2;English;The North;No;
38;30;30;7;White;Male;10400 to 15600;GCSE/O Level;Single;6;Scottish;The North;Yes;Hand-Rolled
45;NA;NA;7;White;Female;15600 to 20800;Degree;Married;4;Other;The North;No;
47;NA;NA;7;White;Female;5200 to 10400;GCSE/O Level;Divorced;1;British;The North;No;
37;NA;NA;7;White;Male;28600 to 36400;Higher/Sub Degree;Divorced;2;English;The North;No;
59;NA;NA;7;White;Male;5200 to 10400;Higher/Sub Degree;Married;2;English;The North;No;
25;NA;NA;7;White;Male;28600 to 36400;Degree;Single;4;Other;The North;No;
56;NA;NA;7;White;Male;15600 to 20800;No Qualification;Married;2;English;The North;No;
71;NA;NA;7;White;Female;2600 to 5200;GCSE/CSE;Divorced;1;British;The North;No;
81;NA;NA;7;White;Male;10400 to 15600;Higher/Sub Degree;Widowed;2;English;The North;No;
55;NA;NA;7;White;Male;15600 to 20800;A Levels;Married;2;English;Midlands & East Anglia;No;
42;NA;NA;7;White;Male;Above 36400;GCSE/CSE;Married;2;English;Midlands & East Anglia;No;
73;NA;NA;7;White;Male;2600 to 5200;No Qualification;Married;2;English;Midlands & East Anglia;No;
43;NA;NA;7;White;Male;28600 to 36400;A Levels;Married;2;English;Midlands & East Anglia;No;
57;10;15;7;White;Female;10400 to 15600;No Qualification;Divorced;2;English;Midlands & East Anglia;Yes;Packets
47;NA;NA;7;White;Female;Above 36400;Degree;Married;2;English;Midlands & East Anglia;No;
29;15;15;7;White;Female;10400 to 15600;No Qualification;Married;2;English;Midlands & East Anglia;Yes;Packets
30;NA;NA;7;White;Female;10400 to 15600;GCSE/CSE;Widowed;1;British;Midlands & East Anglia;No;
58;25;30;7;White;Male;15600 to 20800;No Qualification;Married;2;English;Midlands & East Anglia;Yes;Packets
58;NA;NA;7;White;Female;28600 to 36400;Degree;Married;2;English;Midlands & East Anglia;No;
70;NA;NA;7;White;Male;5200 to 10400;No Qualification;Widowed;1;British;Midlands & East Anglia;No;
18;NA;NA;7;White;Male;Refused;A Levels;Single;1;British;Midlands & East Anglia;No;
45;NA;NA;7;White;Female;2600 to 5200;No Qualification;Single;1;British;Midlands & East Anglia;No;
37;10;15;7;White;Male;15600 to 20800;GCSE/O Level;Single;2;English;Midlands & East Anglia;Yes;Both/Mainly Packets
44;NA;NA;7;White;Female;10400 to 15600;GCSE/O Level;Separated;1;British;Midlands & East Anglia;No;
46;NA;NA;7;White;Male;Above 36400;Degree;Married;1;British;Midlands & East Anglia;No;
29;NA;NA;7;White;Male;20800 to 28600;Degree;Married;1;British;Midlands & East Anglia;No;
50;NA;NA;7;White;Male;Above 36400;GCSE/O Level;Married;2;English;Midlands & East Anglia;No;
51;NA;NA;7;White;Female;2600 to 5200;No Qualification;Married;1;British;Midlands & East Anglia;No;
80;NA;NA;7;White;Male;5200 to 10400;No Qualification;Widowed;2;English;Midlands & East Anglia;No;
85;NA;NA;7;White;Female;5200 to 10400;A Levels;Married;2;English;Midlands & East Anglia;No;
49;NA;NA;7;White;Female;Under 2600;No Qualification;Married;1;British;Midlands & East Anglia;No;
52;NA;NA;7;White;Male;20800 to 28600;No Qualification;Married;1;British;Midlands & East Anglia;No;
58;NA;NA;7;White;Female;5200 to 10400;No Qualification;Married;2;English;Midlands & East Anglia;No;
49;NA;NA;7;White;Female;2600 to 5200;Degree;Married;1;British;Midlands & East Anglia;No;
39;NA;NA;7;White;Male;28600 to 36400;Degree;Single;1;British;Midlands & East Anglia;No;
53;15;15;7;White;Female;5200 to 10400;Degree;Married;1;British;Midlands & East Anglia;Yes;Both/Mainly Hand-Rolled
71;NA;NA;7;White;Female;10400 to 15600;GCSE/O Level;Married;1;British;Midlands & East Anglia;No;
29;NA;NA;7;White;Male;15600 to 20800;Higher/Sub Degree;Single;1;British;Midlands & East Anglia;No;
66;NA;NA;7;White;Female;15600 to 20800;No Qualification;Married;1;British;Midlands & East Anglia;No;
75;NA;NA;7;White;Male;20800 to 28600;Other/Sub Degree;Married;2;English;Midlands & East Anglia;No;
45;NA;NA;7;White;Female;28600 to 36400;Degree;Divorced;1;British;Midlands & East Anglia;No;
69;NA;NA;7;White;Female;Under 2600;No Qualification;Married;2;English;Midlands & East Anglia;No;
49;NA;NA;7;White;Female;15600 to 20800;Degree;Divorced;1;British;Midlands & East Anglia;No;
63;NA;NA;7;White;Male;15600 to 20800;No Qualification;Married;2;English;Midlands & East Anglia;No;
61;NA;NA;7;White;Male;5200 to 10400;Other/Sub Degree;Married;2;English;Midlands & East Anglia;No;
55;NA;NA;7;White;Female;2600 to 5200;Higher/Sub Degree;Married;2;English;Midlands & East Anglia;No;
57;NA;NA;7;White;Male;10400 to 15600;Higher/Sub Degree;Married;1;British;Midlands & East Anglia;No;
60;NA;NA;7;White;Female;2600 to 5200;Degree;Married;2;English;Midlands & East Anglia;No;
58;NA;NA;7;White;Male;20800 to 28600;GCSE/O Level;Married;2;English;Midlands & East Anglia;No;
76;6;10;7;White;Female;5200 to 10400;No Qualification;Widowed;2;English;Midlands & East Anglia;Yes;Packets
29;20;20;7;White;Male;20800 to 28600;Higher/Sub Degree;Single;1;British;Midlands & East Anglia;Yes;Packets
50;NA;NA;7;White;Female;5200 to 10400;GCSE/O Level;Married;2;English;Midlands & East Anglia;No;
40;NA;NA;7;White;Male;Refused;GCSE/O Level;Married;2;English;Midlands & East Anglia;No;
34;NA;NA;7;White;Female;5200 to 10400;Higher/Sub Degree;Married;1;British;Midlands & East Anglia;No;
77;NA;NA;7;White;Female;2600 to 5200;No Qualification;Widowed;3;Irish;Midlands & East Anglia;No;
47;NA;NA;7;White;Male;Above 36400;Degree;Married;1;British;Midlands & East Anglia;No;
68;NA;NA;7;White;Female;Under 2600;No Qualification;Married;1;British;Midlands & East Anglia;No;
31;NA;NA;7;White;Male;Above 36400;Higher/Sub Degree;Married;2;English;Midlands & East Anglia;No;
41;NA;NA;1;Asian;Male;20800 to 28600;Degree;Married;1;British;Midlands & East Anglia;No;
55;15;25;7;White;Female;5200 to 10400;Higher/Sub Degree;Married;1;British;Midlands & East Anglia;Yes;Packets
66;NA;NA;1;Asian;Male;5200 to 10400;A Levels;Married;1;British;Midlands & East Anglia;No;
80;NA;NA;7;White;Female;Under 2600;No Qualification;Married;1;British;Midlands & East Anglia;No;
45;NA;NA;1;Asian;Female;2600 to 5200;Degree;Married;1;British;Midlands & East Anglia;No;
63;NA;NA;7;White;Male;Above 36400;Degree;Married;2;English;Midlands & East Anglia;No;
62;NA;NA;7;White;Male;20800 to 28600;Degree;Married;6;Scottish;Midlands & East Anglia;No;
49;NA;NA;7;White;Female;10400 to 15600;No Qualification;Married;2;English;Midlands & East Anglia;No;
33;NA;NA;7;White;Male;10400 to 15600;ONC/BTEC;Married;2;English;Midlands & East Anglia;No;
16;NA;NA;7;White;Female;Refused;GCSE/O Level;Single;2;English;Midlands & East Anglia;No;
58;NA;NA;7;White;Male;Above 36400;Degree;Married;1;British;Midlands & East Anglia;No;
33;NA;NA;7;White;Female;5200 to 10400;ONC/BTEC;Separated;2;English;Midlands & East Anglia;No;
65;NA;NA;7;White;Male;28600 to 36400;Degree;Married;1;British;Midlands & East Anglia;No;
39;NA;NA;7;White;Female;20800 to 28600;Degree;Single;3;Irish;Midlands & East Anglia;No;
57;4;6;7;White;Female;15600 to 20800;Higher/Sub Degree;Married;1;British;Midlands & East Anglia;Yes;Packets
31;NA;NA;7;White;Female;2600 to 5200;A Levels;Married;1;British;Midlands & East Anglia;No;
79;NA;NA;7;White;Male;10400 to 15600;No Qualification;Married;1;British;Midlands & East Anglia;No;
16;2;2;7;White;Female;Under 2600;GCSE/CSE;Single;1;British;Midlands & East Anglia;Yes;Packets
54;NA;NA;7;White;Female;10400 to 15600;No Qualification;Married;1;British;Midlands & East Anglia;No;
37;12;12;7;White;Female;10400 to 15600;GCSE/O Level;Divorced;2;English;Midlands & East Anglia;Yes;Packets
87;NA;NA;7;White;Female;5200 to 10400;No Qualification;Widowed;2;English;Midlands & East Anglia;No;
32;NA;NA;7;White;Male;2600 to 5200;Degree;Single;2;English;Midlands & East Anglia;No;
72;NA;NA;7;White;Male;5200 to 10400;No Qualification;Married;1;British;Midlands & East Anglia;No;
20;15;30;4;Mixed;Male;10400 to 15600;GCSE/O Level;Married;2;English;Midlands & East Anglia;Yes;Hand-Rolled
77;NA;NA;7;White;Male;2600 to 5200;No Qualification;Married;2;English;Midlands & East Anglia;No;
63;NA;NA;7;White;Female;Under 2600;No Qualification;Married;2;English;Midlands & East Anglia;No;
56;NA;NA;7;White;Male;10400 to 15600;No Qualification;Married;2;English;Midlands & East Anglia;No;
34;5;10;7;White;Male;15600 to 20800;GCSE/O Level;Single;1;British;Midlands & East Anglia;Yes;Hand-Rolled
24;NA;NA;7;White;Female;20800 to 28600;A Levels;Married;2;English;Midlands & East Anglia;No;
42;3;10;7;White;Female;15600 to 20800;GCSE/O Level;Single;1;British;Midlands & East Anglia;Yes;Hand-Rolled
71;NA;NA;7;White;Male;5200 to 10400;No Qualification;Married;2;English;Midlands & East Anglia;No;
48;NA;NA;7;White;Female;15600 to 20800;GCSE/O Level;Married;2;English;Midlands & East Anglia;No;
38;NA;NA;7;White;Male;28600 to 36400;ONC/BTEC;Separated;1;British;Midlands & East Anglia;No;
55;NA;NA;7;White;Female;Under 2600;A Levels;Divorced;2;English;Midlands & East Anglia;No;
50;NA;NA;7;White;Male;20800 to 28600;GCSE/CSE;Married;2;English;Midlands & East Anglia;No;
30;NA;NA;7;White;Male;20800 to 28600;ONC/BTEC;Single;2;English;Midlands & East Anglia;No;
72;NA;NA;7;White;Female;10400 to 15600;No Qualification;Married;2;English;Midlands & East Anglia;No;
59;NA;NA;7;White;Male;15600 to 20800;Other/Sub Degree;Married;2;English;Midlands & East Anglia;No;
68;NA;NA;7;White;Female;15600 to 20800;Higher/Sub Degree;Married;2;English;Midlands & East Anglia;No;
48;NA;NA;7;White;Male;20800 to 28600;No Qualification;Married;1;British;Midlands & East Anglia;No;
42;NA;NA;7;White;Male;15600 to 20800;GCSE/O Level;Widowed;2;English;Midlands & East Anglia;No;
72;NA;NA;7;White;Female;2600 to 5200;Other/Sub Degree;Divorced;2;English;Midlands & East Anglia;No;
54;NA;NA;7;White;Male;Refused;Other/Sub Degree;Married;2;English;Midlands & East Anglia;No;
53;12;7;7;White;Female;Unknown;GCSE/O Level;Divorced;2;English;Midlands & East Anglia;Yes;Packets
86;NA;NA;7;White;Female;Under 2600;No Qualification;Married;2;English;Midlands & East Anglia;No;
57;15;20;7;White;Female;5200 to 10400;No Qualification;Divorced;2;English;Midlands & East Anglia;Yes;Both/Mainly Packets
30;NA;NA;3;Chinese;Female;15600 to 20800;Degree;Single;1;British;Midlands & East Anglia;No;
35;20;20;7;White;Male;Refused;No Qualification;Single;4;Other;Midlands & East Anglia;Yes;Hand-Rolled
25;20;20;7;White;Female;10400 to 15600;GCSE/O Level;Separated;2;English;Midlands & East Anglia;Yes;Packets
67;NA;NA;7;White;Male;5200 to 10400;Other/Sub Degree;Married;1;British;Midlands & East Anglia;No;
33;NA;NA;7;White;Female;28600 to 36400;GCSE/O Level;Divorced;2;English;Midlands & East Anglia;No;
51;3;15;7;White;Female;5200 to 10400;No Qualification;Married;2;English;Midlands & East Anglia;Yes;Packets
54;NA;NA;7;White;Female;20800 to 28600;No Qualification;Married;2;English;Midlands & East Anglia;No;
86;NA;NA;7;White;Male;Unknown;No Qualification;Married;2;English;Midlands & East Anglia;No;
69;NA;NA;7;White;Female;Under 2600;No Qualification;Married;1;British;Midlands & East Anglia;No;
23;NA;NA;7;White;Female;5200 to 10400;Higher/Sub Degree;Married;2;English;Midlands & East Anglia;No;
33;12;18;7;White;Female;15600 to 20800;Degree;Single;2;English;Midlands & East Anglia;Yes;Packets
79;NA;NA;7;White;Male;5200 to 10400;No Qualification;Married;2;English;Midlands & East Anglia;No;
21;NA;NA;7;White;Male;5200 to 10400;A Levels;Single;2;English;Midlands & East Anglia;No;
37;NA;NA;7;White;Female;2600 to 5200;GCSE/O Level;Divorced;1;British;Midlands & East Anglia;No;
40;20;20;7;White;Male;5200 to 10400;GCSE/O Level;Married;2;English;Midlands & East Anglia;Yes;Both/Mainly Packets
79;NA;NA;7;White;Male;Refused;No Qualification;Single;2;English;Midlands & East Anglia;No;
34;10;10;7;White;Female;5200 to 10400;Higher/Sub Degree;Divorced;2;English;Midlands & East Anglia;Yes;Hand-Rolled
28;10;10;7;White;Male;10400 to 15600;GCSE/O Level;Single;2;English;Midlands & East Anglia;Yes;Hand-Rolled
44;10;15;7;White;Female;2600 to 5200;No Qualification;Married;2;English;Midlands & East Anglia;Yes;Packets
64;NA;NA;7;White;Female;2600 to 5200;GCSE/O Level;Married;2;English;Midlands & East Anglia;No;
51;NA;NA;7;White;Female;10400 to 15600;No Qualification;Separated;2;English;Midlands & East Anglia;No;
21;10;20;7;White;Male;10400 to 15600;ONC/BTEC;Single;2;English;Midlands & East Anglia;Yes;Packets
40;2;1;7;White;Male;2600 to 5200;GCSE/O Level;Single;2;English;Midlands & East Anglia;Yes;Hand-Rolled
42;NA;NA;7;White;Female;5200 to 10400;GCSE/O Level;Single;1;British;Midlands & East Anglia;No;
47;NA;NA;7;White;Female;5200 to 10400;No Qualification;Divorced;1;British;Midlands & East Anglia;No;
73;NA;NA;7;White;Male;5200 to 10400;Other/Sub Degree;Widowed;2;English;Midlands & East Anglia;No;
18;15;15;7;White;Female;2600 to 5200;Higher/Sub Degree;Single;1;British;Midlands & East Anglia;Yes;Packets
24;NA;NA;7;White;Male;10400 to 15600;GCSE/O Level;Single;1;British;Midlands & East Anglia;No;
69;NA;NA;7;White;Female;5200 to 10400;GCSE/O Level;Widowed;1;British;Midlands & East Anglia;No;
61;NA;NA;7;White;Female;2600 to 5200;No Qualification;Married;2;English;Midlands & East Anglia;No;
83;NA;NA;5;Refused;Female;Refused;No Qualification;Single;5;Refused;Midlands & East Anglia;No;
80;NA;NA;7;White;Female;2600 to 5200;No Qualification;Widowed;2;English;Midlands & East Anglia;No;
80;NA;NA;7;White;Female;Under 2600;No Qualification;Married;2;English;Midlands & East Anglia;No;
26;NA;NA;7;White;Female;5200 to 10400;GCSE/O Level;Single;2;English;Midlands & East Anglia;No;
34;NA;NA;7;White;Female;10400 to 15600;GCSE/O Level;Separated;1;British;Midlands & East Anglia;No;
34;NA;NA;7;White;Male;28600 to 36400;Degree;Married;1;British;Midlands & East Anglia;No;
39;7;10;7;White;Female;15600 to 20800;GCSE/O Level;Single;2;English;Midlands & East Anglia;Yes;Hand-Rolled
33;20;40;7;White;Male;5200 to 10400;Other/Sub Degree;Married;2;English;Midlands & East Anglia;Yes;Packets
36;NA;NA;7;White;Male;15600 to 20800;GCSE/O Level;Married;2;English;Midlands & East Anglia;No;
39;NA;NA;7;White;Female;10400 to 15600;No Qualification;Divorced;1;British;Midlands & East Anglia;No;
35;7;10;7;White;Male;15600 to 20800;GCSE/O Level;Married;2;English;Midlands & East Anglia;Yes;Hand-Rolled
89;NA;NA;7;White;Female;2600 to 5200;No Qualification;Widowed;1;British;Midlands & East Anglia;No;
23;10;10;1;Asian;Female;5200 to 10400;Degree;Married;1;British;Midlands & East Anglia;Yes;Packets
32;NA;NA;1;Asian;Female;10400 to 15600;GCSE/O Level;Divorced;2;English;Midlands & East Anglia;No;
32;6;10;1;Asian;Male;5200 to 10400;No Qualification;Married;4;Other;Midlands & East Anglia;Yes;Packets
35;5;5;1;Asian;Male;2600 to 5200;GCSE/O Level;Married;1;British;Midlands & East Anglia;Yes;Packets
18;NA;NA;7;White;Female;5200 to 10400;A Levels;Single;1;British;Midlands & East Anglia;No;
44;NA;NA;7;White;Male;15600 to 20800;Degree;Divorced;2;English;Midlands & East Anglia;No;
75;NA;NA;7;White;Female;5200 to 10400;GCSE/CSE;Married;4;Other;Midlands & East Anglia;No;
65;NA;NA;7;White;Female;Under 2600;GCSE/O Level;Married;2;English;Midlands & East Anglia;No;
54;NA;NA;7;White;Female;20800 to 28600;ONC/BTEC;Married;1;British;Midlands & East Anglia;No;
32;NA;NA;7;White;Male;28600 to 36400;GCSE/O Level;Married;2;English;Midlands & East Anglia;No;
57;NA;NA;7;White;Female;2600 to 5200;Higher/Sub Degree;Married;1;British;Midlands & East Anglia;No;
50;15;20;7;White;Female;10400 to 15600;Other/Sub Degree;Married;1;British;Midlands & East Anglia;Yes;Packets
58;NA;NA;7;White;Female;2600 to 5200;Other/Sub Degree;Married;2;English;Midlands & East Anglia;No;
30;NA;NA;7;White;Female;5200 to 10400;Degree;Married;2;English;Midlands & East Anglia;No;
57;NA;NA;7;White;Female;15600 to 20800;Higher/Sub Degree;Married;2;English;Midlands & East Anglia;No;
60;15;15;7;White;Female;2600 to 5200;No Qualification;Married;2;English;Midlands & East Anglia;Yes;Hand-Rolled
78;NA;NA;7;White;Female;2600 to 5200;No Qualification;Separated;2;English;Midlands & East Anglia;No;
44;20;20;7;White;Female;10400 to 15600;No Qualification;Married;2;English;Midlands & East Anglia;Yes;Packets
32;10;20;7;White;Male;Above 36400;ONC/BTEC;Single;1;British;Midlands & East Anglia;Yes;Packets
56;NA;NA;7;White;Female;28600 to 36400;Higher/Sub Degree;Separated;2;English;Midlands & East Anglia;No;
51;NA;NA;7;White;Male;15600 to 20800;Other/Sub Degree;Married;6;Scottish;Midlands & East Anglia;No;
71;NA;NA;2;Black;Male;5200 to 10400;Other/Sub Degree;Married;1;British;Midlands & East Anglia;No;
74;NA;NA;7;White;Female;2600 to 5200;Other/Sub Degree;Widowed;2;English;Midlands & East Anglia;No;
56;25;35;7;White;Female;15600 to 20800;Degree;Single;2;English;Midlands & East Anglia;Yes;Packets
80;NA;NA;7;White;Female;Under 2600;No Qualification;Widowed;2;English;Midlands & East Anglia;No;
51;NA;NA;7;White;Female;15600 to 20800;ONC/BTEC;Married;2;English;Midlands & East Anglia;No;
53;NA;NA;7;White;Female;10400 to 15600;GCSE/O Level;Widowed;2;English;Midlands & East Anglia;No;
80;NA;NA;7;White;Male;20800 to 28600;No Qualification;Married;2;English;Midlands & East Anglia;No;
